# GEM Global Historical Earthquake Catalogue
# Version 1.0 released on 2013-03-29
# Edited by Paola Albini and Roger M.W. Musson
#
# Copyright (C) 2013 GEM Foundation
#
# Contributions by: see http://www.globalquakemodel.org/contributors
#
# You may use this work under the terms of the CC-BY-NC-SA 3.0 (unported)
# [http://creativecommons.org/licenses/by-nc-sa/3.0/]
#
# THE WORK IS PROTECTED BY COPYRIGHT AND/OR OTHER APPLICABLE
# LAW. INSOFAR AS THIS WORK IS PROTECTED BY LAWS THAT NEIGHBOUR
# OR ARE SIMILARLY RELATED TO COPYRIGHT, SUCH AS DATABASE RIGHTS
# AS INTRODUCED IN EUROPE BY THE DIRECTIVE 96/9/EC, YOU ALSO MAY
# USE THIS WORK UNDER THE TERMS OF CC-BY-NC-SA 3.0 (unported).
# [http://creativecommons.org/licenses/by-nc-sa/3.0/]
#
# ANY USE OF THE WORK OTHER THAN AS AUTHORIZED UNDER THIS
# LICENSE OR DIRECTLY ALLOWED BY THE APPLICABLE LAW IS
# PROHIBITED.
#
# If you have any questions or if you wish to seek permission to use this data
# beyond what is offered by CC-BY-NC-SA 3.0 (unported), please contact the GEM
# Foundation at: licensing@globalquakemodel.org
#
# More information on licensing: http://www.globalquakemodel.org/licensing
# 
# -----------------------------------------------------------------------------
#
# FORMAT DESCRIPTION
# 
# CODE	DDESCRPTION	NOTES
# En	Event number	unique ID of the catalogue, in chronological order
# Source	Main source	selected dataset for time, epicentral coordinates, depth, Io
# Year	Origin time: year	from the selected dataset
# Mo	Origin time: month	from the selected dataset
# Da	Origin time: day	from the selected dataset
# Ho	Origin time: hour	from the selected dataset
# Mi	Origin time: minutes	from the selected dataset
# Se	Origin time: minutes	from the selected dataset
# Area	Epicentral area	from the selected dataset, or (in square brackets) the country (as of today) where the epicentre is located
# Lat	Epicentral latitude	from the selected dataset
# Lon	Epicentral longitude	from the selected dataset
# LatUnc	Uncertainty of epicentral latitude	in km, from the selected dataset, when available
# LonUnc	Uncertainty of epicentral longitude	in km, from the selected dataset, when available
# EpDet	Type of epicentre determination	bx: determined according to the method by Gasperini et al. (1999; 2010)
# 		bw: determined according to the method by Bakun and Wenthworth (1997)
# 	 	cat: derived from another catalogue
# 	 	instr: instrumental
# Dep	depth	in km
# Io	epicentral intensity	from the selected dataset
# Msource	source for the magnitude	the same as "Source", with 65 exceptions
# M	magnitude	from Msource
# MUnc	magnitude uncertainty	from Msource, when available
# MType	type of magnitude	w: Mw
# 	 	s: Ms
# 	 	jma: Mjma
# 	 	<blank>: not specified by the source
# MDet	Type of magnitude determination	bx: determined according to the method by Gasperini et al. (1999; 2010)
# 	 	bw: determined according to the method by Bakun and Wenthworth (1997)
# 	 	int: converted from epicentral or maximum intensity
# 	 	cat: derived from another catalogue
# 	 	instr: instrumental
# MDPsource	Source of the Macroseismic Data Points	 
# MDPn	Number of Macroseismic Data Points	 
# MDPIx	Maximum intensity	 
# MDPsc	Macroseimic scale of the MPDs	MM: modified Mercalli
# 		MSK: Medvedev-Sponheuer-Karnik
# 		EMS: European Macroseimic Scale
# 		MCS: Mercalli-Cancani-Sieberg
# 		JMA: Japan Meteorological Agency
# Remarks	 Additional information from the source
# 
# -----------------------------------------------------------------------------
# 
En	Source	Year	Mo	Da	Ho	Mi	Se	Area	Lat	Lon	LatUnc	LonUnc	EpDet	Dep	Io	Msource	M	MUnc	MType	MDet	MDPSource	MDPn	MDPIx	MDPsc	Remarks
1887.092311	SisFrance, 2010	1887	9	23	6	55		Windward Passage, Haiti	19.95	-73.733	20	20			10	Flores et al., 2012	6.7	0.2	w	bw	SisFrance, 2010	17	9	MSK	
1887.1129	Pelaez et al., 2007	1887	11	29	13	30		El Bordj	35.583	0					9-10	Pelaez et al., 2007	6.7		w						
1887.1216	Min Ziqun, 1995	1887	12	16				Shiping (Yunnan)	23.7	102.5	25	25			9+	Min Ziqun, 1995	7		s						
1888.011013	CERESIS, 1995	1888	1	10	13			[Venezuela]	11.3	-62.2				0	8	CERESIS, 1995	6.5		s				8		
1888.0613	Min Ziqun, 1995	1888	6	13				Bohai Gulf	38.5	119	100	100				Min Ziqun, 1995	7.5		s						
1888.090104	Musson, 2012c	1888	8	31	16	45		North Canterbury	-42.6	172.55						Musson, 2012c	7		w						
1889.011712	Benito et al., 2012	1889	1	17				Nicoya coast	10.25	-85.8			cat	30	8	Benito et al., 2012	7		w					MM	
1889.071122	Shebalin and Leydecker, 1997	1889	7	11	22	14		Middle Asia, Kazakhstan	43.2	78.7	68	56		40		Shebalin and Leydecker, 1997	8.3		s						
1889.0906001	Musson, 2012a	1889	9	6				Indonesia	3.1	125.6						Musson, 2012a	8		w						
1889.100603	Bautista and Oike, 2000	1889	10	6	3	15		Philippines	5.9	127						Bautista and Oike, 2000	7.3		s						
1890.020912	Bakun, 2006a	1890	2	9				Calico	34.7	-116.5			bw			Bakun, 2006a	7.2	0.5	w	bw					
1890.1212005	Musson, 2012a	1890	12	12	0	50		Indonesia	-6.4	111						Musson, 2012a	7		w						
1891.011504	Hamdache et al., 2010	1891	1	15	4			Algeria	36.5	1.8					10	Hamdache et al., 2010	7		w						
1891.062419	Bautista and Oike, 2000	1891	6	24	19	42		Philippines	7.6	126						Bautista and Oike, 2000	7.2		s						
1891.0909	White et al., 2004	1891	9	9				Analquito to Comasagua	13.617	-89.167					7	White et al., 2004	7.1	0.1	w				7	MM	"subduction"
1891.1005	Musson, 2012a	1891	10	5				Timor-Leste	-9	124						Musson, 2012a	7		w						
1891.102806	UTSU online	1891	10	28	6	38		W side of Gifu Pref.	35.6	136.6						UTSU online	8		jma						
1892.0126164	Musson, 2012b	1892	1	26	16	48		Tasman Sea	-40.3	149.5						Musson, 2012b	6.1		w						
1892.0224	Felzer and Cao, 2008	1892	2	24	7	20		[United States]	32.55	-115.65				0		Felzer and Cao, 2008	7.3	0.2	w						
1892.051611	Musson, 2012c	1892	5	16	11	10		Guam	14	143						Musson, 2012c	7.5		w						
1892.051713	Musson, 2012a	1892	5	17	13			Indonesia	0.8	98						Musson, 2012a	7.5		w						
1892.1118	Musson, 2012a	1892	11	18				Indonesia	-3	127.75						Musson, 2012a	7		w						
1893.0302	Ambraseys, 1989	1893	3	2	22	51		South Malatya	38	38.3	40	40			10	Ambraseys, 1989	7.1		s						"M = 7.1+"
1893.0604	UTSU online	1893	6	4	2	27		Sikotan Island offshore	43.5	148						UTSU online	7.7		jma						
1893.062107	Bautista and Oike, 2000	1893	6	21	7	30		Philippines	7.65	126.1						Bautista and Oike, 2000	7.3		s						
1893.081714	Stucchi et al., 2012	1893	8	17	14	45		[Vrancea deep]	45.7	26.6	29.9	29.9	cat	100	8	Stucchi et al., 2012	7.1	0.3	w		Shebalin (ed.), 1977	14	7	MSK	
1893.0829	Min Ziqun, 1995	1893	8	29				Daofu and Kangding (Sichuan)	30.6	101.5	25	25			9	Min Ziqun, 1995	7		s						
1893.111715	Ambraseys and Bilham, 2003	1893	11	17	15			Quchan	37	58.4						Ambraseys and Bilham, 2003	7		w						
1894.0322	UTSU online	1894	3	22	19	23		Nemuro offshore	42.5	146						UTSU online	7.9		jma						
1894.042902	Palme et al., 2005	1894	4	28				[Venezuela]	8.7	-71.7			bw			Palme et al., 2005	7.56	0.33	w	bw					
1894.0620081	UTSU online	1894	6	20	14	4		E side of Tokyo metropolis	35.7	139.8						UTSU online	7		jma						
1894.083112	Stucchi et al., 2012	1894	8	31	12	20		[Vrancea deep]	45.7	26.6	29.9	29.9	cat	130	8	Stucchi et al., 2012	7.1	0.3	w		Shebalin (ed.), 1977	26	8	MSK	
1894.102217	UTSU online	1894	10	22	17	35		NW side of Yamagata Pref.	38.9	139.9						UTSU online	7		jma						
1894.102719	CERESIS, 1995	1894	10	27	19	30		[Argentina]	-30.5	-68.4				30	9	CERESIS, 1995	7.5		s				9		
1895.011822	UTSU online	1895	1	18	22	48		S of Ibaraki Pref.	36.1	140.4						UTSU online	7.2		jma						
1895.0306083	Musson, 2012a	1895	3	6	8	35		Papua New Guinea	-8.5	150						Musson, 2012a	7.5		w						
1895.0705	Min Ziqun, 1995	1895	7	5				Tashkurgan or Tashiku'ergan (Xinjiang)	37.7	75.1	50	50			9	Min Ziqun, 1995	7		s						
1895.070822	Ambraseys, 1997a	1895	7	8				Krasnovodsk	39.5	54.6						Ambraseys, 1997a	7.5		s						
1896.010922	UTSU online	1896	1	9	22	17		Ibaraki offshore	36.5	141						UTSU online	7.3		jma						
1896.03	Min Ziqun, 1995	1896	3					Siqu (Serxu) and Luoxu (Sichuan)	32.5	98	50	50			9	Min Ziqun, 1995	7		s						
1896.030405	Shebalin and Leydecker, 1997	1896	3	4	5	5		Middle Asia, Kazakhstan	37	76	258	223		40		Shebalin and Leydecker, 1997	7.1		s						
1896.0418	Musson, 2012a	1896	4	18				Timor-Leste	-8.3	126						Musson, 2012a	7		w						
1896.050313	CERESIS, 1995	1896	5	3	13	45		[Ecuador]	-0.51	-80.45					9	CERESIS, 1995	7		s				9		
1896.061519	UTSU online	1896	6	15	19	32		Iwate Pref. offshore	39.5	144						UTSU online	8.2		jma						
1896.083117	UTSU online	1896	8	31	17	6		E side of Akita Pref.	39.5	140.7						UTSU online	7.2		jma						
1896.092323	Shebalin and Leydecker, 1997	1896	9	23	23	20		Middle Asia, Kazakhstan	37	71	129	111		160		Shebalin and Leydecker, 1997	7.5		s						"deep?"
1896.111802	Shebalin and Leydecker, 1997	1896	11	18	2	6		Kuril Islands	43.5	146	136	111		40		Shebalin and Leydecker, 1997	7.6		s						Doubtful
1897.022005	UTSU online	1897	2	20	5	50		Offshore of Miagi Pref.	38.1	141.9						UTSU online	7.4		jma						
1897.0510052	Musson, 2012b	1897	5	10	5	26		Beachport	-37.33	139.75						Musson, 2012b	6.1		w						
1897.061211	Ambraseys and Douglas, 2004	1897	6	12	11	6		Shillong	25.5	91						Ambraseys and Douglas, 2004	8		w		Ambraseys and Douglas, 2004	285	9	MSK	
1897.080509	UTSU online	1897	8	5	9	10		Offshore of Miagi Pref.	38.3	143.3						UTSU online	7.7		jma						
1897.092016	Tavera et al., 2001	1897	9	20	16	25		[Peru]	-11.913	-76.791				70	7	Tavera et al., 2001	7.7		s		Tavera et al., 2001	17	7	MM	
1897.0921051	Richter, 1958	1897	9	21	5	12		Philippines	6	122						Richter, 1958	8.7		u						"M = 8.7 +/-"
1897.1018234	Garcia et al., 1985	1897	10	19	7	52		Philippines	12.4	125						Garcia et al., 1985	8.1		s						
1898.042308	UTSU online	1898	4	23	8	37		Offshore of Miagi Pref.	38.6	142						UTSU online	7.2		jma						
1898.042916	Benito et al., 2012	1898	4	29				Intraplate	12	-86			cat	100	8	Benito et al., 2012	7.4		w					MM	
1898.060221	Stucchi et al., 2012	1898	6	2	21	40		Tripole	37.6	22.6	10	10	cat	90	7	Stucchi et al., 2012	7	0.5	w		University of Thessaloniki, 2003	2	7	MM	
1898.090118	UTSU online	1898	9	1	18			E Ishigaki-jima Isl. offshore	24.5	124.7						UTSU online	7		jma						
1898.111712	Abe and Noguchi, 1983	1898	11	17	12	48		Vanuatu	-16.5	168.5						Abe and Noguchi, 1983	7.2		s						
1899.011402	Zúñiga et al., 1997	1899	1	14	2	36		[Mexico]	20	-110				0		Zúñiga et al., 1997	7		w						
1899.012423	Zúñiga et al., 1997	1899	1	24	23	43		[Mexico]	17.1	-100.5				0		Zúñiga et al., 1997	7.9		w						
1899.030709	UTSU online	1899	3	7	9	55		S of Mie Pref.	34.1	136.1						UTSU online	7		jma						
1899.0416	Bakun, 1999	1899	4	16				West of Eureka	41	-126			bw			Bakun, 1999	7.1	0.6	w	bw					
1899.041701	Abe and Noguchi, 1983	1899	4	17	1	36		South Pacific Ocean	-27	-167						Abe and Noguchi, 1983	7.1		s						
1899.050803	Shebalin and Leydecker, 1997	1899	5	8	3	39		Kuril Islands	43	146	136	111		40		Shebalin and Leydecker, 1997	7.2		s						Doubtful
1899.060304	CERESIS, 1995	1899	6	3	4	30		[Ecuador]	0	-85						CERESIS, 1995	7.2		s						
1899.061411	Alvarez et al., 1999	1899	6	14	11	9		[Jamaica]	18	-77						Alvarez et al., 1999	7.3		s						
1899.0714	Doser, 2006	1899	7	14	13	32		[United States]	58.65	-151.71						Doser, 2006	7.2		s						
1899.082415	Abe and Noguchi, 1983	1899	8	24	15	9		Norfolk Island	-27	165						Abe and Noguchi, 1983	7.2		s						
1899.0904	Doser, 2006	1899	9	4	0	22		[United States/Canada]	59.43	-143.05						Doser, 2006	7.9		s						
1899.090404	Stover and Coffman, 1993	1899	9	4	4	40		[United States/Canada]	60	-142						Stover and Coffman, 1993	6.9		s						
1899.091017	Doser, 2006	1899	9	10	17	4		[United States/Canada]	58.62	-139.07						Doser, 2006	7.4		s						
1899.091021	Doser, 2006	1899	9	10	21	41		[United States/Canada]	59.39	-139.5						Doser, 2006	8		s						
1899.092311	Stover and Coffman, 1993	1899	9	23	11	4		Copper River delta, Alaska	60	-143						Stover and Coffman, 1993	6.9		s						
1899.092312	Stover and Coffman, 1993	1899	9	23	12	50		Copper River delta, Alaska	59	-143						Stover and Coffman, 1993	7		s						
1899.092917	Musson, 2012a	1899	9	29	17	3		Indonesia	-3	128.5						Musson, 2012a	7.4		w						
1899.101909	Abe and Noguchi, 1983	1899	10	19	9	16		Papua New Guinea	-5	148						Abe and Noguchi, 1983	7.1		s						
1899.112409	Abe and Noguchi, 1983	1899	11	24	9	56		Indonesia	0	128						Abe and Noguchi, 1983	7.2		s						
1899.112503	UTSU online	1899	11	25	3	43		Miyazaki Pref. offshore	31.9	132						UTSU online	7.1		jma						
1900.010519	Engdahl and Villaseñor, 2002	1900	1	5	19			[Indonesia]	-3	102						Engdahl and Villaseñor, 2002	7		s						
1900.011109	Engdahl and Villaseñor, 2002	1900	1	11	9	7		[Papua New Guinea]	-5	148						Engdahl and Villaseñor, 2002	7		s						
1900.0114	Musson, 2012a	1900	1	14				Indonesia	-6.9	106.8						Musson, 2012a	7		w						
1900.012006	Engdahl and Villaseñor, 2002	1900	1	20	6	33		[Mexico]	20	-105				0		Engdahl and Villaseñor, 2002	7.3		w						
1900.013119	Engdahl and Villaseñor, 2002	1900	1	31	19	22		Japan	48	146				450		Engdahl and Villaseñor, 2002	7.5		jma						
1900.051117	UTSU online	1900	5	12	2	23		N side of Miyagi Pref.	38.7	141.1						UTSU online	7		jma						
1900.05162	Engdahl and Villaseñor, 2002	1900	5	16	20	12		[Mexico]	20	-105				0		Engdahl and Villaseñor, 2002	6.9		s						
1900.06212	Benito et al., 2012	1900	6	21				Nicoya coast	10	-85.5			cat	50	8	Benito et al., 2012	7.2		w					MM	
1900.072906	Engdahl and Villaseñor, 2002	1900	7	29	6	59		Solomon Islands	-10	165						Engdahl and Villaseñor, 2002	7.6		w						
1900.091721	Engdahl and Villaseñor, 2002	1900	9	17	21	45		[Papua New Guinea]	-5	148						Engdahl and Villaseñor, 2002	7.1		w						
1900.100721	Musson, 2012a	1900	10	7	21	4		Indonesia	-2.2	135.5						Musson, 2012a	7		w						
1900.100912	Doser, 2006	1900	10	9	12	24		[United States/Canada]	58.39	-152.42						ISC-GEM, 2012	7.69	0.68	w						
1900.102909	Palme et al., 2009	1900	10	29	9	11		Macuto	10.52	-66.2			bw			Palme et al., 2009	7.7		w	bw	Palme et al., 2009	26	9-10	MM	
1900.110916	Engdahl and Villaseñor, 2002	1900	11	9	16	10		[El Salvador]	13	-90				0		Engdahl and Villaseñor, 2002	7		s						
1900.112407	Engdahl and Villaseñor, 2002	1900	11	24	7	57		[Russia]	43.5	148				35		Engdahl and Villaseñor, 2002	7		s						
1900.122505	UTSU online	1900	12	25	14	9		Nemuro offshore	43	146						UTSU online	7.1		jma						
1901.0107	Engdahl and Villaseñor, 2002	1901	1	7	0	29		[Ecuador]	-2	-82				0		Engdahl and Villaseñor, 2002	7.2		w						
1901.011804	Engdahl and Villaseñor, 2002	1901	1	18	4	39		[Canada]	60	-135				0		Engdahl and Villaseñor, 2002	7.1		w						
1901.03051	Engdahl and Villaseñor, 2002	1901	3	5	10	45		[Mexico]	25	-110				0		Engdahl and Villaseñor, 2002	6.9		s						
1901.031611	Ambraseys and Adams, 1991	1901	3	16	11	54		Usango	-7	35					5	Ambraseys and Adams, 1991	6.9	0.3	s						instrumental epicentre: lat = -10, lon = 40 (from BAAS)
1901.033107	Oncescu et al., 1999	1901	3	31	7	10	24	Bulgaria	43.4	28.7				14		Oncescu et al., 1999	7.2		w						
1901.040522	Shebalin and Leydecker, 1997	1901	4	5	22	30		Kuril Islands	45	148	138	111		30		Shebalin and Leydecker, 1997	7.5		s						
1901.0525	Engdahl and Villaseñor, 2002	1901	5	25	0	32		[Solomon Islands]	-10	160						Engdahl and Villaseñor, 2002	7.2		w						
1901.061518	UTSU online	1901	6	15	18	34		Iwate Pref. offshore	39	143						UTSU online	7		jma						
1901.062416	UTSU online	1901	6	24	16	2		Amami Oshima Isl. offshore	28	130						UTSU online	7.5		jma						
1901.080918	UTSU online	1901	8	9	18	23		E side of Aomori Pref. offshore	40.5	142.5						UTSU online	7.2		jma						
1901.08092	Engdahl and Villaseñor, 2002	1901	8	9	13	1		Vanuatu	-22	170						Engdahl and Villaseñor, 2002	7.9		w						
1901.081003	UTSU online	1901	8	10	3	33		E side of Aomori Pref.	40.6	142.3						UTSU online	7.4		jma						
1901.100802	Benito et al., 2012	1901	10	8				Subducction	11	-87.5			cat	20	7	Benito et al., 2012	7		w					MM	
1901.112119	Tavera et al., 2001	1901	11	21	19	19		[Peru]	-14.177	-76.32				80	6	Tavera et al., 2001	6.7		s		Tavera et al., 2001	8	6	MM	
1901.112501	Engdahl and Villaseñor, 2002	1901	11	25	1	51		[Indonesia]	3	127						Engdahl and Villaseñor, 2002	7		s						
1901.120902	Engdahl and Villaseñor, 2002	1901	12	9	2	17		[Mexico]	26	-110				0		Engdahl and Villaseñor, 2002	7.1		w						
1901.121422	Engdahl and Villaseñor, 2002	1901	12	14	22	57		[Philippines]	14	122						Engdahl and Villaseñor, 2002	7		s						
1901.123109	Engdahl and Villaseñor, 2002	1901	12	31	9	2		[United States]	52	-177				0		Engdahl and Villaseñor, 2002	7.1		w						
1902.010105	Engdahl and Villaseñor, 2002	1902	1	1	5	20		[United States]	55	-165				0		Engdahl and Villaseñor, 2002	7		s						
1902.010214	Tavera et al., 2001	1902	1	2	14	8		[Peru]	-9	-78.4				80	9	Tavera et al., 2001	6.8		s		Tavera et al., 2001	18	8	MM	
1902.011222	Engdahl and Villaseñor, 2002	1902	1	12	22	18		[Indonesia]	3	122						Engdahl and Villaseñor, 2002	7		s						
1902.0116	Zúñiga et al., 1997	1902	1	16				[Mexico]	17.62	-99.72				0		Zúñiga et al., 1997	7		w						
1902.0118	White et al., 2004	1902	1	18				Costa Cuca	14.667	-91.667					7	White et al., 2004	6.7	0.3	s				7	MM	"subduction"
1902.012423	Engdahl and Villaseñor, 2002	1902	1	24	23	27		Papua New Guinea	-8	150						Engdahl and Villaseñor, 2002	7.2		w						
1902.013023	UTSU online	1902	1	30	23	1		E side of Aomori Pref.	40.5	141.3						UTSU online	7		jma						
1902.0217	Engdahl and Villaseñor, 2002	1902	2	17	0	31		[Dominican Republic]	20	-70				0		Engdahl and Villaseñor, 2002	6.9		s						
1902.0226	White et al., 2004	1902	2	26				Acajutla	13.59	-89.833					3	White et al., 2004	8		w				3	MM	"subduction"
1902.030519	Engdahl and Villaseñor, 2002	1902	3	5	19	3		[Chile]	-20	-70				0		Engdahl and Villaseñor, 2002	6.8		s						
1902.041902	Engdahl and Villaseñor, 2002	1902	4	19	2	23		[Guatemala]	14	-91				0		ISC-GEM, 2012	7.47	0.65	w						
1902.050211	Engdahl and Villaseñor, 2002	1902	5	2	11	31		Japan	39	144				35		Engdahl and Villaseñor, 2002	7		jma						
1902.061105	Shebalin and Leydecker, 1997	1902	6	11	5			Kuril Islands	50	148	146	111		600		Shebalin and Leydecker, 1997	8		s						
1902.082203	Min Ziqun, 1995	1902	8	22	11			N of Artux (Xinjiang)	39.9	76.2	25	25			10	Min Ziqun, 1995	8.25		s		Min Ziqun, 1995		10		
1902.092201	Engdahl and Villaseñor, 2002	1902	9	22	1	46		Guam	18	146						Engdahl and Villaseñor, 2002	7.5		w						
1902.09232	Engdahl and Villaseñor, 2002	1902	9	23	20	18		[Mexico]	16	-93				0		ISC-GEM, 2012	7.81	0.69	w						
1902.100609	Shebalin and Leydecker, 1997	1902	10	6	9	15		Middle Asia, Kazakhstan	36.5	70.5	257	223		200		Shebalin and Leydecker, 1997	7.2		s						"deep (?)"
1902.121223	Engdahl and Villaseñor, 2002	1902	12	12	23	10		[Mexico]	29	-114				0		Engdahl and Villaseñor, 2002	7.1		w						
1903.010405	Musson, 2012c	1903	1	4	5	7		Tonga	-20	-175						Musson, 2012c	7.8		w						
1903.011401	Nishenko and Singh, 1987	1903	1	14				[Mexico]	15	-93	228	223				ISC-GEM, 2012	7.69	0.68	w		Nishenko and Singh, 1987	13	6	MM	
1903.011716	Engdahl and Villaseñor, 2002	1903	1	17	16	5		[United States]	50	-170				0		Engdahl and Villaseñor, 2002	7		s						
1903.020109	Zhang et al., 1999	1903	2	1	9			Mongolia	43.4	104.4			cat	30		Zhang et al., 1999	7.5		w						
1903.020607	Zhang et al., 1999	1903	2	6	7			Mongolia	43.4	104.4			cat	33		Zhang et al., 1999	7		w						
1903.02271	Musson, 2012a	1903	2	27	0	43		Indonesia	-6	106						Musson, 2012a	7.3		w						
1903.042823	Ambraseys, 2001b	1903	4	28	23	39		Turkey	39.1	42.6					9	Ambraseys, 2001b	7.02		s						
1903.051306	Engdahl and Villaseñor, 2002	1903	5	13	6	34		Vanuatu	-17	168						Engdahl and Villaseñor, 2002	7		s						
1903.060213	Doser, 2006	1903	6	2	13	17		[United States]	61.78	-157.72						Doser, 2006	6.9		s						
1903.0604145	Ambraseys and Adams, 1991	1903	6	4	14	56		L. Albert	2	31					6	Ambraseys and Adams, 1991	6.4		s						"the macroseismic epicentre is preferable". Instrumental epicentre: lat = -0.0, lon = 30.0 (from AMBAD991)
1903.081104	Makropoulos et al., 2012	1903	8	11	4	32	54	Greece	36.3	23				120		Makropoulos et al., 2012	7.6		w						
1903.120714	Engdahl and Villaseñor, 2002	1903	12	7	14	44		[Chile]	-27	-70				0		Engdahl and Villaseñor, 2002	6.8		s						
1903.122802	Engdahl and Villaseñor, 2002	1903	12	28	2	56		Philippines	7	127						Engdahl and Villaseñor, 2002	7.1		w						
