# GEM Global Historical Earthquake Catalogue
# Version 1.0 released on 2013-03-29
# Edited by Paola Albini and Roger M.W. Musson
#
# Copyright (C) 2013 GEM Foundation
#
# Contributions by: see http://www.globalquakemodel.org/contributors
#
# You may use this work under the terms of the CC-BY-NC-SA 3.0 (unported)
# [http://creativecommons.org/licenses/by-nc-sa/3.0/]
#
# THE WORK IS PROTECTED BY COPYRIGHT AND/OR OTHER APPLICABLE
# LAW. INSOFAR AS THIS WORK IS PROTECTED BY LAWS THAT NEIGHBOUR
# OR ARE SIMILARLY RELATED TO COPYRIGHT, SUCH AS DATABASE RIGHTS
# AS INTRODUCED IN EUROPE BY THE DIRECTIVE 96/9/EC, YOU ALSO MAY
# USE THIS WORK UNDER THE TERMS OF CC-BY-NC-SA 3.0 (unported).
# [http://creativecommons.org/licenses/by-nc-sa/3.0/]
#
# ANY USE OF THE WORK OTHER THAN AS AUTHORIZED UNDER THIS
# LICENSE OR DIRECTLY ALLOWED BY THE APPLICABLE LAW IS
# PROHIBITED.
#
# If you have any questions or if you wish to seek permission to use this data
# beyond what is offered by CC-BY-NC-SA 3.0 (unported), please contact the GEM
# Foundation at: licensing@globalquakemodel.org
#
# More information on licensing: http://www.globalquakemodel.org/licensing
# 
# -----------------------------------------------------------------------------
#
# FORMAT DESCRIPTION
# 
# CODE	DDESCRPTION	NOTES
# En	Event number	unique ID of the catalogue, in chronological order
# Source	Main source	selected dataset for time, epicentral coordinates, depth, Io
# Year	Origin time: year	from the selected dataset
# Mo	Origin time: month	from the selected dataset
# Da	Origin time: day	from the selected dataset
# Ho	Origin time: hour	from the selected dataset
# Mi	Origin time: minutes	from the selected dataset
# Se	Origin time: seconds	from the selected dataset
# Area	Epicentral area	from the selected dataset, or (in square brackets) the country (as of today) where the epicentre is located
# Lat	Epicentral latitude	from the selected dataset
# Lon	Epicentral longitude	from the selected dataset
# LatUnc	Uncertainty of epicentral latitude	in km, from the selected dataset, when available
# LonUnc	Uncertainty of epicentral longitude	in km, from the selected dataset, when available
# EpDet	Type of epicentre determination	bx: determined according to the method by Gasperini et al. (1999; 2010)
# 		bw: determined according to the method by Bakun and Wenthworth (1997)
# 	 	cat: derived from another catalogue
# 	 	instr: instrumental
# Dep	depth	in km
# Io	epicentral intensity	from the selected dataset
# Msource	source for the magnitude	the same as "Source", with 65 exceptions
# M	magnitude	from Msource
# MUnc	magnitude uncertainty	from Msource, when available
# MType	type of magnitude	w: Mw
# 	 	s: Ms
# 	 	jma: Mjma
# 	 	<blank>: not specified by the source
# MDet	Type of magnitude determination	bx: determined according to the method by Gasperini et al. (1999; 2010)
# 	 	bw: determined according to the method by Bakun and Wenthworth (1997)
# 	 	int: converted from epicentral or maximum intensity
# 	 	cat: derived from another catalogue
# 	 	instr: instrumental
# MDPsource	Source of the Macroseismic Data Points	 
# MDPn	Number of Macroseismic Data Points	 
# MDPIx	Maximum intensity	 
# MDPsc	Macroseimic scale of the MPDs	MM: modified Mercalli
# 		MSK: Medvedev-Sponheuer-Karnik
# 		EMS: European Macroseimic Scale
# 		MCS: Mercalli-Cancani-Sieberg
# 		JMA: Japan Meteorological Agency
# Remarks	 Additional information from the source
# 
# -----------------------------------------------------------------------------
# 
En	Source	Year	Mo	Da	Ho	Mi	Se	Area	Lat	Lon	LatUnc	LonUnc	EpDet	Dep	Io	Msource	M	MUnc	MType	MDet	MDPSource	MDPn	MDPIx	MDPsc	Remarks	GEHid
1873.1215040	Musson, 2012b	1873	12	15				Barrow Range	-26.250	127.500						Musson, 2012b	6.00		w						"Mw = 6.0?"	8016
1874.0503000	Ambraseys, 1989	1874	05	03	07			Gölcük Gölü	38.500	39.500	40.0	40.0			10	Ambraseys, 1989	7.10		s						"M = 7.1+"	6892
1874.0903000	White et al., 2004	1874	09	03				Palzicia	14.667	-90.833					8	White et al., 2004	7.10	0.10	w				8	MM	"subduction"	8165
1874.1116000	Stucchi et al., 2012	1874	11	16				Rhodos	36.500	27.900	10.0	10.0	cat		7	Stucchi et al., 2012	7.00	0.50	w		University of Thessaloniki, 2003	2	7	MM		3500
1875.0000040	Musson, 2012a	1875						Papua New Guinea	-6.000	147.000						Musson, 2012a	7.00		w							7831
1875.0211000	Zúñiga et al., 1997	1875	02	11				Jalisco	21.000	-104.000					8	Zúñiga et al., 1997	7.10		w				8			8896
1875.0327223	Musson, 2012a	1875	03	27	22	30		Indonesia	-9.800	111.500						Musson, 2012a	7.80		w							7829
1875.0328120	Musson, 2012c	1875	03	28	12			Loyalty Island	-20.000	168.500						Musson, 2012c	8.00		w							8550
1875.0510000	Musson, 2012c	1875	05	10				Vanuatu	-18.500	168.000						Musson, 2012c	7.00		w							8551
1875.0518160	Palme et al., 2005	1875	05	18				[Colombia]	7.950	-72.600			bw			Palme et al., 2005	7.41	0.37	w	bw						7998
1875.1024225	Musson, 2012a	1875	10	24	22	50		Indonesia	-6.900	108.300						Musson, 2012a	7.00		w							7830
1875.1102000	Gouin, 1979	1875	11	02				Anseba Faults	16.000	38.500						Gouin, 1979	6.00		m						Aftershocks till March 1876	6929
1876.0725200	Bautista and Oike, 2000	1876	07	25	20			Philippines	10.100	126.400						Bautista and Oike, 2000	7.20		s							3565
1877.0510020	CERESIS, 1995	1877	05	10	02	16		[Chile]	-19.600	-70.230					11	Lomnitz, 2004	8.00		s				11			3576
1878.0110000	Musson, 2012c	1878	01	10				Vanuatu	-19.000	168.500						Musson, 2012c	7.50		w							8552
1878.0123000	Tavera et al., 2001	1878	01	23				[Peru]	-20.050	-77.000				40	7	Tavera et al., 2001	7.90		s		Tavera et al., 2001	6	7	MM		8002
1878.0211000	Musson, 2012c	1878	02	11				Vanuatu	-19.000	168.500						Musson, 2012c	8.00		w							8553
1878.0302120	Ambraseys and Douglas, 2004	1878	03	02	12	30		Abbottabad	34.000	73.200						Ambraseys and Douglas, 2004	6.70		w		Ambraseys and Douglas, 2004	16	7	MSK		3601
1878.0509040	Bakun, 2000	1878	05	09	04	25		[United States]	40.400	-125.200			bw		7	Bakun, 2000	7.00	0.40	w	bw			7			8475
1878.1011055	Ambraseys and Adams, 1986b	1878	10	11	05	50		Atlantic	2.500	-15.000					4	Ambraseys and Adams, 1986b	6.30		s							6921
1879.0202100	CERESIS, 1995	1879	02	02	10	30		[Chile]	-53.000	-70.670					8	Lomnitz, 2004	7.00		s				8			3625
1879.0529000	Benito et al., 2012	1879	05	29				Panama-Costa Rica Border	8.000	-82.900			cat	10	8	Benito et al., 2012	7.00		w					MM		5344
1879.0701000	Min Ziqun, 1995	1879	07	01				S of Wudu (Gansu)	33.200	104.700	25.0	25.0			11	Min Ziqun, 1995	8.00		s		Min Ziqun, 1995		10			6431
1880.0718040	Bautista and Oike, 2000	1880	07	18	04	40		Philippines	14.900	121.550						Bautista and Oike, 2000	7.60		s							3668
1880.0815120	CERESIS, 1995	1880	08	15	12	48		[Chile]	-31.620	-71.180					10	Lomnitz, 2004	7.50		s				10			3672
1881.0429000	Benito et al., 2012	1881	04	29				Intraplate	11.500	-86.300			cat	130	8	Benito et al., 2012	7.30		w					MM		5325
1881.1025000	UTSU online	1881	10	25	21	22		East side of Hokkaido offshore	43.300	147.300						UTSU online	7.00		jma							3733
1881.1231000	Ortiz and Bilham, 2003	1881	12	31	01	49		Car Nicobar	8.520	92.430				15		Ortiz and Bilham, 2003	7.90	0.10	w							6518
1881.1231001	Bilham et al., 2005	1881	12	31				Car Nicobar	10.800	92.550	34.0	22.0				Bilham et al., 2005	7.00	0.10	w							7649
1882.0303130	Benito et al., 2012	1882	03	03				Quepos	8.720	-84.250			cat	20	8	Benito et al., 2012	7.00		w					MM		5234
1882.0719000	Zúñiga et al., 1997	1882	07	19				Oaxaca	18.000	-98.000					9	Zúñiga et al., 1997	6.70		w				9			8897
1882.0907070	Benito et al., 2012	1882	09	07				Offshore San Blas Archip.	10.000	-79.000			cat	20	9	Benito et al., 2012	7.90		w					MM		5345
1882.1010000	Musson, 2012a	1882	10	10				Indonesia	-4.500	129.900						Musson, 2012a	7.50		w							7832
1883.0800000	Ambraseys et al., 1994	1883	08					Libya	30.200	9.500						Ambraseys et al., 1994	6.00		s							7638
1883.1000000	Min Ziqun, 1995	1883	10					Pulan (Burang), Xizang  (Tibet)	30.200	81.200	100.0	100.0			9	Min Ziqun, 1995	7.00		s							6440
1884.0210000	Ambraseys, 1989	1884	02	10	05			Siirt	37.500	42.500	90.0	90.0			8	Ambraseys, 1989	6.90		s						"M = 6.9-"	6893
1884.0720093	Ambraseys et al., 1994	1884	07	20	09	30		Offshore Massawa	15.700	39.600						Ambraseys et al., 1994	6.20		s							7625
1885.0222070	Bautista and Oike, 2000	1885	02	22	07	30		Philippines	7.900	127.100						Bautista and Oike, 2000	7.20		s							3885
1885.0429215	Musson, 2012a	1885	04	29	21	53		Indonesia	-2.500	127.500						Musson, 2012a	7.20		w							7833
1885.0529020	Ambraseys and Douglas, 2004	1885	05	29	02	45		Srinagar	34.100	74.600						Ambraseys and Douglas, 2004	6.30		w		Ambraseys and Douglas, 2004	37	8	MSK		3898
1885.0723020	Bautista and Oike, 2000	1885	07	23	02	45		Philippines	8.850	123.100						Bautista and Oike, 2000	7.00		s							3909
1885.1010000	Benito et al., 2012	1885	10	10				Southern Pacific Coast	12.250	-86.750			cat	60	9	Benito et al., 2012	7.00		w					MM		5326
1886.0827000	Stucchi et al., 2012	1886	08	27				Philiatra	36.988	21.467	50.0	50.0	bw			Stucchi et al., 2012	7.16	0.30	w		Sakellariou et al., 2010	192	10-11	EMS		3957
1886.0901000	CEUS, 2012	1886	09	01	02	51		[United States]	33.000	-80.200			cat			CEUS, 2012	6.90		w							8490
1887.0202150	Bautista and Oike, 2000	1887	02	02	15			Philippines	11.450	122.050						Bautista and Oike, 2000	7.30		s							3982
1887.0503000	Stover and Coffman, 1993	1887	05	03	09			[Mexico]	30.800	-109.250					12	Bakun, 2006b	7.50	0.30	w	bw			12	MM		8915
1887.0514070	Stucchi et al., 2012	1887	05	14	07	30		Myrina	40.209	24.617	50.0	50.0	bw			Stucchi et al., 2012	7.00	0.30	w		Taxeidis, 2003	7	7-8	EMS		4007
1887.0608230	Shebalin and Leydecker, 1997	1887	06	08	23	35		Middle Asia, Kazakhstan	43.100	76.800	27.0	22.0		20		Shebalin and Leydecker, 1997	7.30		s							4013
1887.0717070	Stucchi et al., 2012	1887	07	17	07	45		Heraklio	35.700	25.800	10.0	10.0	cat	100	7	Stucchi et al., 2012	7.20	0.50	w		University of Thessaloniki, 2003	1	7	MM		4022
1887.0923110	SisFrance, 2010	1887	09	23	06	55		Windward Passage, Haiti	19.950	-73.733	20.0	20.0			10	Flores et al., 2012	6.70	0.20	w	bw	SisFrance, 2010	17	9	MSK		8428
1887.1129000	Pelaez et al., 2007	1887	11	29	13	30		El Bordj	35.583	0.000					9-10	Pelaez et al., 2007	6.70		w							7614
1887.1216000	Min Ziqun, 1995	1887	12	16				Shiping (Yunnan)	23.700	102.500	25.0	25.0			9+	Min Ziqun, 1995	7.00		s							6458
1888.0110130	CERESIS, 1995	1888	01	10	13			[Venezuela]	11.300	-62.200				0	8	CERESIS, 1995	6.50		s				8			4049
1888.0613000	Min Ziqun, 1995	1888	06	13				Bohai Gulf	38.500	119.000	100.0	100.0				Min Ziqun, 1995	7.50		s							6461
1888.0901040	Musson, 2012c	1888	08	31	16	45		North Canterbury	-42.600	172.550						Musson, 2012c	7.00		w							8332
1889.0117120	Benito et al., 2012	1889	01	17				Nicoya coast	10.250	-85.800			cat	30	8	Benito et al., 2012	7.00		w					MM		5236
1889.0711220	Shebalin and Leydecker, 1997	1889	07	11	22	14		Middle Asia, Kazakhstan	43.200	78.700	68.0	56.0		40		Shebalin and Leydecker, 1997	8.30		s							4139
1889.0906001	Musson, 2012a	1889	09	06				Indonesia	3.100	125.600						Musson, 2012a	8.00		w							7834
1889.1006030	Bautista and Oike, 2000	1889	10	06	03	15		Philippines	5.900	127.000						Bautista and Oike, 2000	7.30		s							4159
1890.0209120	Bakun, 2006a	1890	02	09				Calico	34.700	-116.500			bw			Bakun, 2006a	7.20	0.50	w	bw						8476
1890.1212005	Musson, 2012a	1890	12	12	00	50		Indonesia	-6.400	111.000						Musson, 2012a	7.00		w							7835
1891.0115040	Hamdache et al., 2010	1891	01	15	04			Algeria	36.500	1.800					10	Hamdache et al., 2010	7.00		w							6674
1891.0624190	Bautista and Oike, 2000	1891	06	24	19	42		Philippines	7.600	126.000						Bautista and Oike, 2000	7.20		s							4233
1891.0909000	White et al., 2004	1891	09	09				Analquito to Comasagua	13.617	-89.167					7	White et al., 2004	7.10	0.10	w				7	MM	"subduction"	8309
1891.1005000	Musson, 2012a	1891	10	05				Timor-Leste	-9.000	124.000						Musson, 2012a	7.00		w							7836
1891.1028060	UTSU online	1891	10	28	06	38		W side of Gifu Pref.	35.600	136.600						UTSU online	8.00		jma							4250
1892.0126164	Musson, 2012b	1892	01	26	16	48		Tasman Sea	-40.300	149.500						Musson, 2012b	6.10		w							8020
1892.0224000	Felzer and Cao, 2008	1892	02	24	07	20		[United States]	32.550	-115.650				0		Felzer and Cao, 2008	7.30	0.20	w							5685
1892.0516110	Musson, 2012c	1892	05	16	11	10		Guam	14.000	143.000						Musson, 2012c	7.50		w							8441
1892.0517130	Musson, 2012a	1892	05	17	13			Indonesia	0.800	98.000						Musson, 2012a	7.50		w							7837
1892.1118000	Musson, 2012a	1892	11	18				Indonesia	-3.000	127.750						Musson, 2012a	7.00		w							7838
1893.0302000	Ambraseys, 1989	1893	03	02	22	51		South Malatya	38.000	38.300	40.0	40.0			10	Ambraseys, 1989	7.10		s						"M = 7.1+"	6894
1893.0604000	UTSU online	1893	06	04	02	27		Sikotan Island offshore	43.500	148.000						UTSU online	7.70		jma							4327
1893.0621070	Bautista and Oike, 2000	1893	06	21	07	30		Philippines	7.650	126.100						Bautista and Oike, 2000	7.30		s							4329
1893.0817140	Stucchi et al., 2012	1893	08	17	14	45		[Vrancea deep]	45.700	26.600	29.9	29.9	cat	100	8	Stucchi et al., 2012	7.10	0.30	w		Shebalin (ed.), 1977	14	7	MSK		4333
1893.0829000	Min Ziqun, 1995	1893	08	29				Daofu and Kangding (Sichuan)	30.600	101.500	25.0	25.0			9	Min Ziqun, 1995	7.00		s							6472
1893.1117150	Ambraseys and Bilham, 2003	1893	11	17	15			Quchan	37.000	58.400						Ambraseys and Bilham, 2003	7.00		w							4343
1894.0322000	UTSU online	1894	03	22	19	23		Nemuro offshore	42.500	146.000						UTSU online	7.90		jma							4369
1894.0429020	Palme et al., 2005	1894	04	28				[Venezuela]	8.700	-71.700			bw			Palme et al., 2005	7.56	0.33	w	bw						8008
1894.0620081	UTSU online	1894	06	20	14	04		E side of Tokyo metropolis	35.700	139.800						UTSU online	7.00		jma							4381
1894.0831120	Stucchi et al., 2012	1894	08	31	12	20		[Vrancea deep]	45.700	26.600	29.9	29.9	cat	130	8	Stucchi et al., 2012	7.10	0.30	w		Shebalin (ed.), 1977	26	8	MSK		4387
1894.1022170	UTSU online	1894	10	22	17	35		NW side of Yamagata Pref.	38.900	139.900						UTSU online	7.00		jma							4392
1894.1027190	CERESIS, 1995	1894	10	27	19	30		[Argentina]	-30.500	-68.400				30	9	CERESIS, 1995	7.50		s				9			4396
1895.0118220	UTSU online	1895	01	18	22	48		S of Ibaraki Pref.	36.100	140.400						UTSU online	7.20		jma							4414
1895.0306083	Musson, 2012a	1895	03	06	08	35		Papua New Guinea	-8.500	150.000						Musson, 2012a	7.50		w							7839
1895.0705000	Min Ziqun, 1995	1895	07	05				Tashkurgan or Tashiku'ergan (Xinjiang)	37.700	75.100	50.0	50.0			9	Min Ziqun, 1995	7.00		s							6480
1895.0708220	Ambraseys, 1997a	1895	07	08				Krasnovodsk	39.500	54.600						Ambraseys, 1997a	7.50		s							5383
1896.0109220	UTSU online	1896	01	09	22	17		Ibaraki offshore	36.500	141.000						UTSU online	7.30		jma							4457
1896.0300000	Min Ziqun, 1995	1896	03					Siqu (Serxu) and Luoxu (Sichuan)	32.500	98.000	50.0	50.0			9	Min Ziqun, 1995	7.00		s							6483
1896.0304050	Shebalin and Leydecker, 1997	1896	03	04	05	05		Middle Asia, Kazakhstan	37.000	76.000	258.0	223.0		40		Shebalin and Leydecker, 1997	7.10		s							4470
1896.0418000	Musson, 2012a	1896	04	18				Timor-Leste	-8.300	126.000						Musson, 2012a	7.00		w							7840
1896.0503130	CERESIS, 1995	1896	05	03	13	45		[Ecuador]	-0.510	-80.450					9	CERESIS, 1995	7.00		s				9			4474
1896.0615190	UTSU online	1896	06	15	19	32		Iwate Pref. offshore	39.500	144.000						UTSU online	8.20		jma							4481
1896.0831170	UTSU online	1896	08	31	17	06		E side of Akita Pref.	39.500	140.700						UTSU online	7.20		jma							4492
1896.0923230	Shebalin and Leydecker, 1997	1896	09	23	23	20		Middle Asia, Kazakhstan	37.000	71.000	129.0	111.0		160		Shebalin and Leydecker, 1997	7.50		s						"deep?"	4501
1896.1118020	Shebalin and Leydecker, 1997	1896	11	18	02	06		Kuril Islands	43.500	146.000	136.0	111.0		40		Shebalin and Leydecker, 1997	7.60		s						Doubtful	4513
1897.0220050	UTSU online	1897	02	20	05	50		Offshore of Miagi Pref.	38.100	141.900						UTSU online	7.40		jma							4522
1897.0510052	Musson, 2012b	1897	05	10	05	26		Beachport	-37.330	139.750						Musson, 2012b	6.10		w							8021
1897.0612110	Ambraseys and Douglas, 2004	1897	06	12	11	06		Shillong	25.500	91.000						Ambraseys and Douglas, 2004	8.00		w		Ambraseys and Douglas, 2004	285	9	MSK		4540
1897.0805090	UTSU online	1897	08	05	09	10		Offshore of Miagi Pref.	38.300	143.300						UTSU online	7.70		jma							4547
1897.0920160	Tavera et al., 2001	1897	09	20	16	25		[Peru]	-11.913	-76.791				70	7	Tavera et al., 2001	7.70		s		Tavera et al., 2001	17	7	MM		8011
1897.0921051	Richter, 1958	1897	09	21	05	12		Philippines	6.000	122.000						Richter, 1958	8.70		u						"M = 8.7 +/-"	7748
1897.1018234	Garcia et al., 1985	1897	10	19	07	52		Philippines	12.400	125.000						Garcia et al., 1985	8.10		s							7749
1898.0423080	UTSU online	1898	04	23	08	37		Offshore of Miagi Pref.	38.600	142.000						UTSU online	7.20		jma							4587
1898.0429160	Benito et al., 2012	1898	04	29				Intraplate	12.000	-86.000			cat	100	8	Benito et al., 2012	7.40		w					MM		5327
1898.0602210	Stucchi et al., 2012	1898	06	02	21	40		Tripole	37.600	22.600	10.0	10.0	cat	90	7	Stucchi et al., 2012	7.00	0.50	w		University of Thessaloniki, 2003	2	7	MM		4595
1898.0901180	UTSU online	1898	09	01	18			E Ishigaki-jima Isl. offshore	24.500	124.700						UTSU online	7.00		jma							4613
1898.1117120	Abe and Noguchi, 1983	1898	11	17	12	48		Vanuatu	-16.500	168.500						Abe and Noguchi, 1983	7.20		s							5215
1899.0114020	Zúñiga et al., 1997	1899	01	14	02	36		[Mexico]	20.000	-110.000				0		Zúñiga et al., 1997	7.00		w							4626
1899.0124230	Zúñiga et al., 1997	1899	01	24	23	43		[Mexico]	17.100	-100.500				0		Zúñiga et al., 1997	7.90		w							4635
1899.0307090	UTSU online	1899	03	07	09	55		S of Mie Pref.	34.100	136.100						UTSU online	7.00		jma							4641
1899.0416000	Bakun, 1999	1899	04	16				West of Eureka	41.000	-126.000			bw			Bakun, 1999	7.10	0.60	w	bw						8478
1899.0417010	Abe and Noguchi, 1983	1899	04	17	01	36		South Pacific Ocean	-27.000	-167.000						Abe and Noguchi, 1983	7.10		s							5216
1899.0508030	Shebalin and Leydecker, 1997	1899	05	08	03	39		Kuril Islands	43.000	146.000	136.0	111.0		40		Shebalin and Leydecker, 1997	7.20		s						Doubtful	4655
1899.0603040	CERESIS, 1995	1899	06	03	04	30		[Ecuador]	0.000	-85.000						CERESIS, 1995	7.20		s							4658
1899.0614110	Alvarez et al., 1999	1899	06	14	11	09		[Jamaica]	18.000	-77.000						Alvarez et al., 1999	7.30		s							4662
1899.0714000	Doser, 2006	1899	07	14	13	32		[United States]	58.650	-151.710						Doser, 2006	7.20		s							8493
1899.0824150	Abe and Noguchi, 1983	1899	08	24	15	09		Norfolk Island	-27.000	165.000						Abe and Noguchi, 1983	7.20		s							5218
1899.0904000	Doser, 2006	1899	09	04	00	22		[United States/Canada]	59.430	-143.050						Doser, 2006	7.90		s							8494
1899.0904040	Stover and Coffman, 1993	1899	09	04	04	40		[United States/Canada]	60.000	-142.000						Stover and Coffman, 1993	6.90		s							8532
1899.0910170	Doser, 2006	1899	09	10	17	04		[United States/Canada]	58.620	-139.070						Doser, 2006	7.40		s							8495
1899.0910210	Doser, 2006	1899	09	10	21	41		[United States/Canada]	59.390	-139.500						Doser, 2006	8.00		s							8496
1899.0923110	Stover and Coffman, 1993	1899	09	23	11	04		Copper River delta, Alaska	60.000	-143.000						Stover and Coffman, 1993	6.90		s							8535
1899.0923120	Stover and Coffman, 1993	1899	09	23	12	50		Copper River delta, Alaska	59.000	-143.000						Stover and Coffman, 1993	7.00		s							8536
1899.0929170	Musson, 2012a	1899	09	29	17	03		Indonesia	-3.000	128.500						Musson, 2012a	7.40		w							7841
1899.1019090	Abe and Noguchi, 1983	1899	10	19	09	16		Papua New Guinea	-5.000	148.000						Abe and Noguchi, 1983	7.10		s							5219
1899.1124090	Abe and Noguchi, 1983	1899	11	24	09	56		Indonesia	0.000	128.000						Abe and Noguchi, 1983	7.20		s							5220
1899.1125030	UTSU online	1899	11	25	03	43		Miyazaki Pref. offshore	31.900	132.000						UTSU online	7.10		jma							4715
1900.0105190	Engdahl and Villaseñor, 2002	1900	01	05	19			[Indonesia]	-3.000	102.000						Engdahl and Villaseñor, 2002	7.00		s							4727
1900.0111090	Engdahl and Villaseñor, 2002	1900	01	11	09	07		[Papua New Guinea]	-5.000	148.000						Engdahl and Villaseñor, 2002	7.00		s							4729
1900.0114000	Musson, 2012a	1900	01	14				Indonesia	-6.900	106.800						Musson, 2012a	7.00		w							7842
1900.0120060	Engdahl and Villaseñor, 2002	1900	01	20	06	33		[Mexico]	20.000	-105.000				0		Engdahl and Villaseñor, 2002	7.30		w							4737
1900.0131190	Engdahl and Villaseñor, 2002	1900	01	31	19	22		Japan	48.000	146.000				450		Engdahl and Villaseñor, 2002	7.50		jma							4743
1900.0511170	UTSU online	1900	05	12	02	23		N side of Miyagi Pref.	38.700	141.100						UTSU online	7.00		jma							4762
1900.0516200	Engdahl and Villaseñor, 2002	1900	05	16	20	12		[Mexico]	20.000	-105.000				0		Engdahl and Villaseñor, 2002	6.90		s							4768
1900.0621200	Benito et al., 2012	1900	06	21				Nicoya coast	10.000	-85.500			cat	50	8	Benito et al., 2012	7.20		w					MM		5237
1900.0729060	Engdahl and Villaseñor, 2002	1900	07	29	06	59		Solomon Islands	-10.000	165.000						Engdahl and Villaseñor, 2002	7.60		w							4784
1900.0917210	Engdahl and Villaseñor, 2002	1900	09	17	21	45		[Papua New Guinea]	-5.000	148.000						Engdahl and Villaseñor, 2002	7.10		w							4788
1900.1007210	Musson, 2012a	1900	10	07	21	04		Indonesia	-2.200	135.500						Musson, 2012a	7.00		w							7843
1900.1009120	Doser, 2006	1900	10	09	12	24		[United States/Canada]	58.390	-152.420						ISC-GEM, 2012	7.69	0.68	w							8497
1900.1029090	Palme et al., 2009	1900	10	29	09	11		Macuto	10.520	-66.200			bw			Palme et al., 2009	7.70		w	bw	Palme et al., 2009	26	9-10	MM		5666
1900.1109160	Engdahl and Villaseñor, 2002	1900	11	09	16	10		[El Salvador]	13.000	-90.000				0		Engdahl and Villaseñor, 2002	7.00		s							4820
1900.1124070	Engdahl and Villaseñor, 2002	1900	11	24	07	57		[Russia]	43.500	148.000				35		Engdahl and Villaseñor, 2002	7.00		s							4823
1900.1225050	UTSU online	1900	12	25	14	09		Nemuro offshore	43.000	146.000						UTSU online	7.10		jma							4827
1901.0107000	Engdahl and Villaseñor, 2002	1901	01	07	00	29		[Ecuador]	-2.000	-82.000				0		Engdahl and Villaseñor, 2002	7.20		w							4830
1901.0118040	Engdahl and Villaseñor, 2002	1901	01	18	04	39		[Canada]	60.000	-135.000				0		Engdahl and Villaseñor, 2002	7.10		w							4835
1901.0305100	Engdahl and Villaseñor, 2002	1901	03	05	10	45		[Mexico]	25.000	-110.000				0		Engdahl and Villaseñor, 2002	6.90		s							4845
1901.0316110	Ambraseys and Adams, 1991	1901	03	16	11	54		Usango	-7.000	35.000					5	Ambraseys and Adams, 1991	6.90	0.30	s						instrumental epicentre: lat = -10, lon = 40 (from BAAS)	6917
1901.0331070	Oncescu et al., 1999	1901	03	31	07	10	24.00	Bulgaria	43.400	28.700				14		Oncescu et al., 1999	7.20		w							8936
1901.0405220	Shebalin and Leydecker, 1997	1901	04	05	22	30		Kuril Islands	45.000	148.000	138.0	111.0		30		Shebalin and Leydecker, 1997	7.50		s							4858
1901.0525000	Engdahl and Villaseñor, 2002	1901	05	25	00	32		[Solomon Islands]	-10.000	160.000						Engdahl and Villaseñor, 2002	7.20		w							4874
1901.0615180	UTSU online	1901	06	15	18	34		Iwate Pref. offshore	39.000	143.000						UTSU online	7.00		jma							4876
1901.0624160	UTSU online	1901	06	24	16	02		Amami Oshima Isl. offshore	28.000	130.000						UTSU online	7.50		jma							4879
1901.0809180	UTSU online	1901	08	09	18	23		E side of Aomori Pref. offshore	40.500	142.500						UTSU online	7.20		jma							4888
1901.0809200	Engdahl and Villaseñor, 2002	1901	08	09	13	01		Vanuatu	-22.000	170.000						Engdahl and Villaseñor, 2002	7.90		w							4885
1901.0810030	UTSU online	1901	08	10	03	33		E side of Aomori Pref.	40.600	142.300						UTSU online	7.40		jma							4889
1901.1008020	Benito et al., 2012	1901	10	08				Subducction	11.000	-87.500			cat	20	7	Benito et al., 2012	7.00		w					MM		5328
1901.1121190	Tavera et al., 2001	1901	11	21	19	19		[Peru]	-14.177	-76.320				80	6	Tavera et al., 2001	6.70		s		Tavera et al., 2001	8	6	MM		8014
1901.1125010	Engdahl and Villaseñor, 2002	1901	11	25	01	51		[Indonesia]	3.000	127.000						Engdahl and Villaseñor, 2002	7.00		s							4899
1901.1209020	Engdahl and Villaseñor, 2002	1901	12	09	02	17		[Mexico]	26.000	-110.000				0		Engdahl and Villaseñor, 2002	7.10		w							4903
1901.1214220	Engdahl and Villaseñor, 2002	1901	12	14	22	57		[Philippines]	14.000	122.000						Engdahl and Villaseñor, 2002	7.00		s							4908
1901.1231090	Engdahl and Villaseñor, 2002	1901	12	31	09	02		[United States]	52.000	-177.000				0		Engdahl and Villaseñor, 2002	7.10		w							4911
1902.0101050	Engdahl and Villaseñor, 2002	1902	01	01	05	20		[United States]	55.000	-165.000				0		Engdahl and Villaseñor, 2002	7.00		s							4913
1902.0102140	Tavera et al., 2001	1902	01	02	14	08		[Peru]	-9.000	-78.400				80	9	Tavera et al., 2001	6.80		s		Tavera et al., 2001	18	8	MM		8015
1902.0112220	Engdahl and Villaseñor, 2002	1902	01	12	22	18		[Indonesia]	3.000	122.000						Engdahl and Villaseñor, 2002	7.00		s							4918
1902.0116000	Zúñiga et al., 1997	1902	01	16				[Mexico]	17.620	-99.720				0		Zúñiga et al., 1997	7.00		w							4919
1902.0118000	White et al., 2004	1902	01	18				Costa Cuca	14.667	-91.667					7	White et al., 2004	6.70	0.30	s				7	MM	"subduction"	8166
1902.0124230	Engdahl and Villaseñor, 2002	1902	01	24	23	27		Papua New Guinea	-8.000	150.000						Engdahl and Villaseñor, 2002	7.20		w							4926
1902.0130230	UTSU online	1902	01	30	23	01		E side of Aomori Pref.	40.500	141.300						UTSU online	7.00		jma							4929
